Region,Product,Units,UnitPrice,Revenue
Central,Widget C,98,16.72,1638.56
South,Widget B,43,20.73,891.39
West,Widget A,54,39.08,2110.32
West,Gadget X,42,46.74,1963.08
East,Widget D,16,43.82,701.12
South,Widget B,64,14.27,913.28
East,Widget B,95,49.65,4716.75
North,Widget B,57,17.73,1010.61
West,Widget C,33,25.22,832.26
East,Gadget X,87,34.7,3018.9
East,Widget D,58,49.79,2887.82
South,Gadget X,92,26.22,2412.24
East,Widget D,30,45.55,1366.5
East,Widget D,6,28.69,172.14
Central,Gadget X,38,21.23,806.74
East,Widget A,91,48.36,4400.76
South,Widget B,22,40.0,880.0
East,Widget A,16,48.85,781.6
North,Widget B,84,19.63,1648.92
Central,Gadget X,31,19.45,602.95
Central,Gadget X,69,17.68,1219.92
East,Widget C,71,31.53,2238.63
North,Widget B,60,28.65,1719.0
North,Widget A,32,39.32,1258.24
North,Widget C,84,16.75,1407.0
South,Widget D,85,25.29,2149.65
North,Widget B,41,22.19,909.79
South,Widget A,66,25.32,1671.12
North,Widget A,54,14.69,793.26
West,Widget C,73,26.37,1925.01
East,Widget C,96,20.9,2006.4
West,Widget C,91,12.77,1162.07
North,Gadget X,100,49.3,4930.0
Central,Widget A,86,41.69,3585.34
North,Gadget X,77,22.76,1752.52
Central,Widget C,82,26.68,2187.76
North,Widget C,53,35.15,1862.95
West,Widget C,98,37.65,3689.7
North,Widget A,11,34.14,375.54
South,Widget A,78,41.08,3204.24
Central,Widget B,25,20.19,504.75
East,Widget B,4,27.85,111.4
North,Widget A,44,19.63,863.72
Central,Widget B,89,36.33,3233.37
West,Gadget X,91,29.76,2708.16
West,Widget C,100,20.66,2066.0
West,Widget D,41,26.11,1070.51
East,Widget C,93,30.78,2862.54
West,Widget C,94,36.72,3451.68
West,Widget B,62,13.32,825.84
East,Widget C,24,24.16,579.84
South,Gadget X,21,35.03,735.63
East,Widget A,88,32.35,2846.8
South,Widget D,79,16.36,1292.44
South,Gadget X,81,11.73,950.13
East,Widget D,4,44.5,178.0
North,Widget D,3,22.94,68.82
East,Widget B,91,19.0,1729.0
East,Widget A,87,29.19,2539.53
Central,Widget D,85,40.62,3452.7
East,Widget B,70,47.55,3328.5
North,Widget B,15,29.45,441.75
West,Widget C,18,22.88,411.84
South,Widget B,80,21.88,1750.4
Central,Gadget X,92,32.15,2957.8
South,Widget B,54,49.4,2667.6
North,Widget A,10,26.57,265.7
South,Widget D,29,42.09,1220.61
South,Gadget X,75,22.94,1720.5
West,Widget C,98,35.81,3509.38
East,Widget C,92,48.56,4467.52
West,Gadget X,4,29.64,118.56
North,Widget A,69,32.47,2240.43
North,Gadget X,21,16.79,352.59
Central,Widget D,60,27.65,1659.0
South,Widget D,1,35.21,35.21
West,Widget D,92,26.41,2429.72
North,Widget D,59,32.73,1931.07
South,Widget D,34,35.43,1204.62
West,Gadget X,89,25.28,2249.92
South,Widget C,6,37.52,225.12
East,Gadget X,47,23.46,1102.62
Central,Widget D,90,41.81,3762.9
North,Gadget X,25,49.9,1247.5
South,Widget B,5,36.03,180.15
Central,Widget C,58,27.16,1575.28
Central,Widget B,6,39.73,238.38
West,Gadget X,41,17.21,705.61
North,Gadget X,15,41.96,629.4
South,Gadget X,29,41.81,1212.49
East,Widget A,25,31.89,797.25
East,Gadget X,25,35.56,889.0
West,Widget B,62,47.37,2936.94
West,Widget C,79,29.42,2324.18
North,Widget B,13,17.33,225.29
North,Widget A,86,17.57,1511.02
South,Gadget X,30,20.11,603.3
South,Widget D,51,38.15,1945.65
West,Widget D,60,39.4,2364.0
West,Widget D,36,34.75,1251.0
Central,Gadget X,49,20.14,986.86
Central,Widget C,65,48.67,3163.55
North,Widget A,12,11.6,139.2
West,Widget A,48,12.95,621.6
North,Widget A,11,18.46,203.06
South,Widget A,19,42.63,809.97
North,Widget D,74,43.09,3188.66
West,Widget C,75,29.83,2237.25
West,Widget A,36,17.07,614.52
North,Widget D,42,11.22,471.24
Central,Gadget X,93,20.99,1952.07
East,Gadget X,8,46.52,372.16
South,Widget A,91,20.22,1840.02
East,Widget B,56,10.34,579.04
East,Widget D,19,49.21,934.99
Central,Widget C,91,25.61,2330.51
West,Widget B,4,36.2,144.8
Central,Widget A,57,38.23,2179.11
North,Widget B,33,18.45,608.85
South,Widget C,96,31.67,3040.32
West,Widget A,37,24.86,919.82
North,Gadget X,38,26.64,1012.32
Central,Widget B,41,25.08,1028.28
Central,Widget C,78,13.76,1073.28
North,Widget D,5,30.7,153.5
West,Widget A,48,30.1,1444.8
North,Widget D,69,26.76,1846.44
South,Widget A,60,25.81,1548.6
East,Widget D,91,31.94,2906.54
East,Widget C,25,42.76,1069.0
North,Widget A,46,41.13,1891.98
South,Gadget X,95,25.34,2407.3
South,Gadget X,97,33.69,3267.93
West,Widget A,67,30.48,2042.16
Central,Widget A,57,13.07,744.99
South,Gadget X,90,16.03,1442.7
South,Widget B,54,35.58,1921.32
North,Widget B,96,25.49,2447.04
South,Widget C,73,25.83,1885.59
South,Widget B,95,24.0,2280.0
West,Widget C,94,34.19,3213.86
East,Widget D,66,32.53,2146.98
South,Widget D,23,49.21,1131.83
North,Widget D,80,17.68,1414.4
Central,Widget B,94,33.65,3163.1
West,Widget B,52,11.92,619.84
Central,Widget B,47,33.89,1592.83
West,Widget D,34,39.74,1351.16
East,Widget C,61,44.1,2690.1
North,Widget B,3,40.53,121.59
North,Widget D,12,33.44,401.28
North,Widget A,61,13.43,819.23
North,Gadget X,69,45.57,3144.33
East,Gadget X,22,48.01,1056.22
South,Widget B,40,28.65,1146.0
Central,Widget C,49,39.79,1949.71
South,Widget A,40,31.17,1246.8
South,Gadget X,35,24.73,865.55
South,Widget C,90,29.52,2656.8
North,Gadget X,38,41.07,1560.66
North,Widget A,31,45.43,1408.33
North,Widget B,68,15.21,1034.28
Central,Widget A,46,29.13,1339.98
North,Widget A,81,46.2,3742.2
Central,Widget B,26,39.21,1019.46
West,Widget D,43,29.21,1256.03
North,Widget A,28,18.17,508.76
South,Widget B,70,49.35,3454.5
West,Widget C,24,47.3,1135.2
West,Widget B,36,23.84,858.24
North,Widget A,58,15.87,920.46
West,Widget A,40,26.02,1040.8
Central,Widget B,46,31.73,1459.58
North,Widget C,5,35.37,176.85
North,Widget D,25,21.83,545.75
East,Gadget X,3,35.63,106.89
North,Widget C,51,11.45,583.95
South,Widget D,89,34.52,3072.28
Central,Widget A,55,26.46,1455.3
East,Widget A,78,47.37,3694.86
North,Gadget X,8,28.79,230.32
North,Widget A,96,32.58,3127.68
West,Widget D,47,14.13,664.11
Central,Widget A,3,46.95,140.85
East,Widget B,20,29.48,589.6
South,Gadget X,90,24.41,2196.9
Central,Widget A,63,32.86,2070.18
East,Widget D,10,21.93,219.3
North,Widget D,17,12.11,205.87
North,Widget B,21,31.93,670.53
North,Widget B,22,10.71,235.62
South,Widget B,94,13.74,1291.56
North,Gadget X,60,26.68,1600.8
Central,Widget A,96,38.69,3714.24
West,Widget D,30,38.46,1153.8
South,Widget A,77,17.74,1365.98
Central,Widget C,82,44.99,3689.18
Central,Widget B,88,24.03,2114.64
West,Widget A,82,22.07,1809.74
East,Gadget X,94,11.27,1059.38
Central,Gadget X,7,18.37,128.59
West,Gadget X,74,41.65,3082.1
North,Widget D,9,14.28,128.52
East,Gadget X,76,48.63,3695.88
West,Gadget X,22,28.88,635.36
Central,Widget D,95,35.87,3407.65
Central,Widget B,7,20.09,140.63
West,Widget C,42,32.08,1347.36
East,Widget D,73,40.83,2980.59
North,Widget B,26,18.9,491.4
East,Widget A,39,34.55,1347.45
Central,Widget B,64,39.61,2535.04
East,Gadget X,66,43.42,2865.72
West,Widget C,79,19.84,1567.36
North,Gadget X,6,28.5,171.0
East,Gadget X,35,17.74,620.9
East,Widget C,18,45.48,818.64
South,Widget C,15,38.49,577.35
West,Widget B,27,35.87,968.49
Central,Widget B,73,31.22,2279.06
Central,Widget C,12,28.7,344.4
East,Widget C,50,30.56,1528.0
South,Widget D,43,34.22,1471.46
West,Widget A,2,18.31,36.62
East,Widget A,28,44.62,1249.36
North,Widget B,25,20.22,505.5
South,Widget D,66,43.51,2871.66
West,Widget B,86,26.08,2242.88
West,Widget B,97,46.9,4549.3
East,Widget A,16,42.05,672.8
North,Widget D,67,35.05,2348.35
North,Gadget X,95,23.67,2248.65
South,Widget D,81,36.08,2922.48
North,Widget B,86,11.18,961.48
Central,Widget D,37,40.9,1513.3
Central,Widget A,15,31.51,472.65
South,Widget D,93,29.95,2785.35
West,Widget D,99,49.08,4858.92
West,Widget A,79,43.95,3472.05
North,Widget B,41,18.59,762.19
North,Widget C,28,21.39,598.92
South,Widget C,57,49.02,2794.14
North,Widget C,25,27.6,690.0
East,Widget D,87,16.22,1411.14
South,Widget A,55,39.58,2176.9
North,Widget D,95,35.19,3343.05
North,Widget B,8,37.85,302.8
West,Widget C,8,45.92,367.36
South,Widget C,21,15.96,335.16
West,Widget A,14,49.51,693.14
South,Widget B,72,17.52,1261.44
North,Widget D,3,33.67,101.01
North,Widget D,71,13.46,955.66
North,Widget C,18,17.86,321.48
West,Widget D,95,14.05,1334.75
North,Widget D,32,30.45,974.4
West,Gadget X,7,31.66,221.62
North,Gadget X,23,25.79,593.17
Central,Widget C,17,15.52,263.84
North,Widget A,52,27.92,1451.84
East,Widget D,53,35.97,1906.41
East,Gadget X,98,40.07,3926.86
East,Widget D,21,40.91,859.11
West,Widget D,82,14.21,1165.22
Central,Gadget X,54,37.87,2044.98
East,Gadget X,58,49.19,2853.02
North,Widget A,13,44.18,574.34
East,Gadget X,76,42.18,3205.68
East,Gadget X,24,11.16,267.84
East,Widget D,61,12.96,790.56
Central,Gadget X,77,10.35,796.95
North,Widget C,35,17.82,623.7
South,Gadget X,80,27.95,2236.0
South,Gadget X,79,42.66,3370.14
West,Widget C,30,33.75,1012.5
North,Widget C,42,38.95,1635.9
North,Widget A,70,12.93,905.1
North,Widget B,65,30.38,1974.7
South,Gadget X,57,24.85,1416.45
East,Widget B,100,25.85,2585.0
Central,Widget B,32,42.43,1357.76
West,Widget B,45,44.1,1984.5
East,Widget A,99,41.28,4086.72
East,Widget C,91,21.44,1951.04
West,Gadget X,23,20.9,480.7
East,Widget B,12,48.22,578.64
North,Gadget X,46,24.29,1117.34
North,Widget B,68,42.34,2879.12
West,Widget C,50,17.85,892.5
North,Gadget X,80,31.07,2485.6
West,Widget B,75,24.85,1863.75
South,Widget C,47,33.92,1594.24
East,Widget A,64,22.91,1466.24
East,Gadget X,6,19.28,115.68
West,Gadget X,59,13.68,807.12
West,Widget A,35,20.22,707.7
West,Widget A,59,47.6,2808.4
South,Widget B,4,44.54,178.16
South,Widget D,9,35.38,318.42
Central,Widget D,36,14.49,521.64
Central,Widget C,30,22.72,681.6
West,Gadget X,48,15.17,728.16
West,Widget D,26,16.77,436.02
North,Widget C,20,14.09,281.8
South,Widget D,27,13.38,361.26
West,Gadget X,33,49.04,1618.32
West,Widget A,33,24.37,804.21
South,Gadget X,47,11.21,526.87
West,Gadget X,48,19.79,949.92
South,Widget C,65,27.87,1811.55
East,Widget B,17,37.26,633.42
East,Gadget X,39,35.04,1366.56
Central,Gadget X,41,11.2,459.2
West,Widget B,70,39.56,2769.2
West,Widget A,48,35.63,1710.24
West,Widget C,13,39.57,514.41
South,Widget B,50,31.97,1598.5
South,Widget A,60,39.3,2358.0
Central,Widget C,57,34.52,1967.64
West,Widget D,68,46.15,3138.2
West,Widget A,62,13.87,859.94
West,Widget A,24,44.63,1071.12
West,Widget A,20,12.58,251.6
South,Gadget X,25,38.08,952.0
South,Widget B,59,32.36,1909.24
North,Gadget X,2,36.93,73.86
South,Widget A,92,29.18,2684.56
North,Widget A,68,45.06,3064.08
North,Gadget X,100,32.32,3232.0
South,Widget D,69,30.01,2070.69
North,Widget A,55,14.24,783.2
West,Gadget X,30,40.39,1211.7
West,Widget D,42,40.25,1690.5
Central,Gadget X,10,45.35,453.5
East,Widget A,19,11.83,224.77
North,Widget D,44,40.7,1790.8
Central,Widget D,18,36.85,663.3
Central,Widget A,72,33.6,2419.2
Central,Widget B,96,25.95,2491.2
North,Widget C,33,30.95,1021.35
East,Gadget X,27,39.86,1076.22
South,Gadget X,79,39.28,3103.12
East,Gadget X,5,48.87,244.35
West,Widget B,94,27.2,2556.8
East,Widget D,19,37.09,704.71
East,Widget C,15,33.1,496.5
North,Gadget X,60,47.19,2831.4
South,Gadget X,64,23.93,1531.52
Central,Gadget X,65,48.57,3157.05
Central,Widget C,3,47.73,143.19
Central,Widget A,79,20.85,1647.15
Central,Widget B,99,44.85,4440.15
West,Widget D,26,37.64,978.64
West,Widget A,95,41.23,3916.85
East,Widget A,33,43.7,1442.1
North,Widget D,79,39.39,3111.81
North,Widget C,52,22.47,1168.44
South,Widget D,9,25.7,231.3
South,Widget B,43,32.8,1410.4
East,Widget B,70,45.65,3195.5
North,Widget A,35,47.19,1651.65
East,Widget A,77,11.48,883.96
East,Widget A,10,17.91,179.1
North,Widget A,68,41.71,2836.28
North,Gadget X,1,27.13,27.13
West,Widget B,23,12.6,289.8
East,Gadget X,18,16.5,297.0
West,Widget C,55,38.56,2120.8
South,Gadget X,67,30.41,2037.47
Central,Widget D,85,41.67,3541.95
West,Widget C,55,18.54,1019.7
West,Gadget X,50,33.45,1672.5
East,Widget B,3,23.35,70.05
Central,Gadget X,85,10.81,918.85
Central,Widget B,72,18.88,1359.36
East,Widget A,4,49.66,198.64
North,Widget D,77,42.66,3284.82
Central,Widget D,96,23.54,2259.84
East,Gadget X,26,47.41,1232.66
North,Widget A,15,15.25,228.75
Central,Widget C,62,23.22,1439.64
Central,Gadget X,18,37.72,678.96
Central,Widget B,27,10.72,289.44
South,Widget B,7,22.63,158.41
South,Widget A,68,19.56,1330.08
North,Widget D,97,24.75,2400.75
South,Widget B,46,26.17,1203.82
West,Widget C,79,28.69,2266.51
South,Gadget X,7,41.43,290.01
West,Widget B,48,26.39,1266.72
West,Gadget X,93,20.87,1940.91
Central,Widget A,9,37.05,333.45
East,Widget A,62,43.5,2697.0
South,Gadget X,39,49.58,1933.62
East,Gadget X,8,21.54,172.32
East,Widget B,66,45.81,3023.46
South,Widget D,51,33.54,1710.54
East,Widget A,47,10.54,495.38
North,Widget D,36,13.59,489.24
South,Gadget X,52,44.03,2289.56
South,Widget C,70,43.29,3030.3
East,Widget D,95,29.27,2780.65
North,Gadget X,55,48.51,2668.05
South,Widget B,71,40.94,2906.74
Central,Gadget X,56,30.46,1705.76
South,Gadget X,4,11.33,45.32
Central,Widget B,67,19.17,1284.39
North,Widget C,86,18.39,1581.54
South,Widget A,31,16.13,500.03
North,Widget B,58,13.26,769.08
Central,Widget C,1,43.86,43.86
Central,Widget B,20,25.26,505.2
East,Widget D,34,13.8,469.2
East,Gadget X,59,29.36,1732.24
West,Widget A,34,49.14,1670.76
North,Widget B,86,41.89,3602.54
East,Widget D,26,31.44,817.44
Central,Widget D,53,19.31,1023.43
West,Widget A,16,46.64,746.24
West,Widget D,21,25.97,545.37
South,Widget D,32,44.41,1421.12
North,Widget D,41,29.65,1215.65
East,Widget C,64,12.52,801.28
East,Widget C,5,26.65,133.25
South,Widget D,49,10.64,521.36
East,Widget D,95,22.75,2161.25
South,Widget C,19,31.96,607.24
East,Widget C,44,16.2,712.8
South,Gadget X,92,42.45,3905.4
South,Gadget X,53,15.4,816.2
Central,Widget C,52,28.6,1487.2
North,Gadget X,86,44.95,3865.7
South,Widget C,70,35.62,2493.4
West,Widget D,1,31.03,31.03
East,Widget C,54,46.38,2504.52
South,Widget B,29,48.08,1394.32
Central,Widget B,14,21.4,299.6
Central,Widget A,13,23.77,309.01
East,Widget C,79,11.53,910.87
North,Widget B,70,10.26,718.2
East,Widget C,72,33.16,2387.52
West,Widget C,89,42.95,3822.55
West,Gadget X,77,17.5,1347.5
West,Widget C,30,33.32,999.6
South,Widget D,15,26.37,395.55
North,Widget D,61,26.1,1592.1
North,Widget B,46,28.9,1329.4
North,Widget B,65,41.55,2700.75
East,Widget A,30,36.74,1102.2
Central,Widget C,61,43.08,2627.88
Central,Widget A,77,22.77,1753.29
North,Widget B,61,13.9,847.9
East,Widget A,29,19.52,566.08
East,Widget C,27,22.86,617.22
West,Widget A,90,45.17,4065.3
East,Widget B,43,47.56,2045.08
South,Widget A,69,32.98,2275.62
West,Widget D,38,34.11,1296.18
Central,Widget D,6,45.38,272.28
West,Widget A,61,20.2,1232.2
East,Gadget X,81,43.36,3512.16
East,Gadget X,8,22.15,177.2
Central,Gadget X,43,37.98,1633.14
West,Widget D,11,42.32,465.52
Central,Widget D,76,30.6,2325.6
East,Widget B,30,32.31,969.3
East,Widget D,42,18.98,797.16
Central,Widget C,58,27.59,1600.22
Central,Widget A,1,30.41,30.41
North,Gadget X,24,19.44,466.56
East,Widget D,51,27.06,1380.06
Central,Widget C,13,31.9,414.7
Central,Widget B,38,46.76,1776.88
North,Widget D,87,37.81,3289.47
West,Gadget X,37,38.57,1427.09
North,Gadget X,18,29.89,538.02
West,Widget C,33,16.06,529.98
West,Widget D,90,14.07,1266.3
East,Widget A,79,45.96,3630.84
North,Widget D,96,41.71,4004.16
South,Widget B,7,27.35,191.45
West,Widget D,94,42.39,3984.66
South,Gadget X,34,13.4,455.6
North,Widget C,55,41.74,2295.7
East,Widget C,55,35.08,1929.4
Central,Widget D,32,22.34,714.88
South,Widget B,98,10.38,1017.24
West,Widget C,42,25.71,1079.82
Central,Widget A,95,47.06,4470.7
South,Widget A,29,33.8,980.2
West,Widget B,53,22.43,1188.79
Central,Widget C,3,20.11,60.33
West,Widget D,40,23.2,928.0
West,Widget B,68,11.01,748.68
West,Gadget X,35,31.13,1089.55
South,Widget C,35,12.75,446.25
South,Gadget X,80,34.78,2782.4
West,Widget C,91,25.31,2303.21
Central,Widget B,61,49.55,3022.55
Central,Gadget X,12,16.58,198.96
North,Widget A,95,48.33,4591.35
West,Gadget X,37,12.71,470.27
North,Widget C,47,15.35,721.45
South,Widget D,64,11.33,725.12
West,Widget C,65,17.7,1150.5
Central,Widget A,92,37.54,3453.68
North,Widget D,63,39.85,2510.55
West,Widget A,7,42.75,299.25
North,Widget A,89,11.46,1019.94
Central,Widget D,74,11.91,881.34
East,Widget A,74,40.5,2997.0
North,Gadget X,31,14.61,452.91
Central,Widget A,70,35.87,2510.9
South,Widget A,83,46.55,3863.65
North,Widget C,32,27.99,895.68
Central,Widget A,9,15.03,135.27
West,Widget D,28,33.01,924.28
East,Widget D,16,28.09,449.44
Central,Gadget X,17,37.47,636.99
South,Widget C,16,20.65,330.4
North,Widget C,95,25.23,2396.85
North,Widget B,3,28.17,84.51
South,Widget B,26,22.83,593.58
East,Widget D,87,37.96,3302.52
North,Widget B,10,39.16,391.6
Central,Widget B,12,44.53,534.36
East,Gadget X,55,49.19,2705.45
South,Widget A,63,15.41,970.83
Central,Gadget X,18,17.71,318.78
Central,Widget B,13,23.26,302.38
East,Widget A,16,35.88,574.08
South,Widget B,70,20.84,1458.8
South,Widget C,23,37.1,853.3
West,Widget B,70,19.29,1350.3
Central,Gadget X,21,12.6,264.6
North,Widget B,84,29.0,2436.0
West,Widget B,85,47.08,4001.8
East,Widget B,52,47.19,2453.88
East,Widget D,71,34.38,2440.98
North,Widget C,19,43.68,829.92
Central,Widget D,36,16.88,607.68
East,Gadget X,52,13.09,680.68
East,Widget B,72,28.64,2062.08
West,Widget C,20,45.47,909.4
South,Gadget X,97,47.78,4634.66
East,Gadget X,12,21.26,255.12
East,Widget A,14,28.91,404.74
North,Widget C,48,24.19,1161.12
West,Widget B,23,22.45,516.35
West,Widget D,6,13.15,78.9
South,Widget A,71,46.43,3296.53
West,Widget C,34,36.07,1226.38
North,Widget B,17,44.38,754.46
Central,Widget A,15,27.51,412.65
Central,Widget B,44,35.32,1554.08
West,Widget C,95,18.85,1790.75
West,Widget D,19,11.31,214.89
East,Widget D,14,44.8,627.2
West,Widget D,74,41.3,3056.2
West,Widget D,40,25.74,1029.6
Central,Widget B,69,35.08,2420.52
Central,Widget C,86,26.44,2273.84
North,Widget A,75,13.69,1026.75
North,Widget B,39,33.66,1312.74
South,Widget A,43,24.09,1035.87
West,Gadget X,70,18.72,1310.4
Central,Gadget X,72,19.32,1391.04
South,Widget D,35,25.15,880.25
East,Widget B,64,17.41,1114.24
East,Widget B,57,42.54,2424.78
Central,Widget C,33,29.38,969.54
North,Gadget X,7,10.17,71.19
Central,Widget C,2,43.89,87.78
West,Widget A,21,24.54,515.34
West,Widget B,55,26.64,1465.2
Central,Widget A,96,13.18,1265.28
East,Widget B,100,13.1,1310.0
East,Widget B,70,19.68,1377.6
East,Gadget X,91,14.3,1301.3
North,Widget A,10,48.76,487.6
West,Widget C,56,35.76,2002.56
Central,Widget A,39,42.73,1666.47
South,Widget C,35,11.74,410.9
East,Gadget X,17,11.31,192.27
West,Widget B,85,26.36,2240.6
North,Gadget X,1,12.74,12.74
North,Widget C,35,38.18,1336.3
South,Widget A,81,48.56,3933.36
South,Gadget X,88,33.93,2985.84
Central,Widget D,9,10.82,97.38
East,Widget A,22,32.97,725.34
North,Widget B,86,18.74,1611.64
East,Widget C,57,29.4,1675.8
South,Widget C,16,25.86,413.76
West,Widget D,38,46.05,1749.9
West,Gadget X,45,17.44,784.8
North,Widget D,23,14.54,334.42
South,Widget B,78,29.9,2332.2
West,Widget C,93,15.37,1429.41
West,Widget B,26,14.04,365.04
South,Widget D,98,12.85,1259.3
North,Widget C,29,43.92,1273.68
South,Widget A,44,27.14,1194.16
East,Widget B,76,41.78,3175.28
East,Widget C,67,20.05,1343.35
East,Gadget X,100,19.18,1918.0
East,Widget B,74,28.17,2084.58
Central,Widget C,45,12.11,544.95
Central,Widget D,76,49.93,3794.68
West,Gadget X,52,27.21,1414.92
Central,Widget A,33,47.91,1581.03
South,Widget D,97,40.27,3906.19
South,Gadget X,37,29.17,1079.29
North,Widget C,10,11.04,110.4
Central,Widget D,89,25.72,2289.08
East,Widget C,68,42.04,2858.72
Central,Gadget X,49,31.23,1530.27
Central,Gadget X,22,40.58,892.76
South,Widget B,4,42.09,168.36
East,Widget A,86,42.5,3655.0
Central,Widget D,48,39.08,1875.84
North,Widget C,83,40.29,3344.07
North,Widget A,92,26.4,2428.8
Central,Widget D,30,37.0,1110.0
Central,Widget C,29,47.15,1367.35
South,Widget A,44,47.81,2103.64
South,Widget A,35,34.36,1202.6
Central,Widget B,40,17.36,694.4
West,Widget D,15,24.99,374.85
North,Widget A,93,33.36,3102.48
South,Widget D,58,25.93,1503.94
Central,Widget A,74,16.82,1244.68
West,Widget C,6,12.23,73.38
East,Widget C,35,34.07,1192.45
Central,Gadget X,61,39.78,2426.58
Central,Widget A,94,12.4,1165.6
Central,Gadget X,71,47.57,3377.47
North,Widget A,80,37.91,3032.8
East,Widget A,69,37.12,2561.28
South,Gadget X,97,13.24,1284.28
South,Gadget X,32,32.58,1042.56
North,Widget C,38,35.36,1343.68
West,Widget C,68,33.85,2301.8
East,Widget A,20,35.59,711.8
North,Widget B,79,35.1,2772.9
East,Widget C,80,29.18,2334.4
Central,Widget C,34,20.91,710.94
Central,Widget A,61,49.0,2989.0
North,Widget D,49,26.78,1312.22
East,Widget D,50,45.27,2263.5
West,Widget C,29,35.31,1023.99
East,Widget D,45,33.69,1516.05
East,Gadget X,39,28.0,1092.0
East,Widget D,22,18.76,412.72
East,Gadget X,98,44.19,4330.62
South,Widget B,50,23.94,1197.0
South,Widget D,74,42.28,3128.72
South,Gadget X,46,48.43,2227.78
North,Widget B,35,16.55,579.25
Central,Widget C,36,37.53,1351.08
North,Widget C,51,10.28,524.28
East,Widget B,77,28.17,2169.09
East,Gadget X,49,31.78,1557.22
West,Widget B,79,36.96,2919.84
West,Gadget X,100,15.44,1544.0
Central,Widget A,1,15.13,15.13
East,Widget D,20,15.68,313.6
South,Gadget X,25,20.45,511.25
West,Widget A,80,48.26,3860.8
Central,Gadget X,64,32.54,2082.56
Central,Gadget X,36,28.61,1029.96
East,Widget B,78,35.2,2745.6
South,Widget C,78,47.51,3705.78
